run_timestamp,model_alias,model_id,index,description,referring_type,traits_used,target_name,prediction,correct,invalid_output,strict_correct,raw_model_answer,inference_seconds,error
2026-08-22T21:16:28,qwen3-4b,Qwen/Qwen3-4B-Instruct-2507,1,the gearbox mounting plate,technical_name,technical_name,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.9257,
2026-08-22T21:16:28,qwen3-4b,Qwen/Qwen3-4B-Instruct-2507,2,the large flat black rectangular plate,shape,size|color|shape,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.5338,
2026-08-22T21:16:28,qwen3-4b,Qwen/Qwen3-4B-Instruct-2507,3,the base plate underneath all four colored rows,spatial,spatial,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.5447,
2026-08-22T21:16:28,qwen3-4b,Qwen/Qwen3-4B-Instruct-2507,4,the plate to which all eight bearing support brackets are screwed,relationship,relationship|function,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.5602,
2026-08-22T21:16:28,qwen3-4b,Qwen/Qwen3-4B-Instruct-2507,5,the large black rectangular mounting plate below every gear shaft and stand,mixed,size|color|shape|spatial|relationship,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.5341,
2026-08-22T21:16:28,qwen3-4b,Qwen/Qwen3-4B-Instruct-2507,6,the rigid plate that supports and locates every gearbox row,function,function|relationship,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.5353,
2026-08-22T21:16:28,qwen3-4b,Qwen/Qwen3-4B-Instruct-2507,7,"the broad black rectangular base beneath the white, red, green, and blue mechanisms",mixed,size|color|shape|spatial,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.5311,
2026-08-22T21:16:28,qwen3-4b,Qwen/Qwen3-4B-Instruct-2507,8,black baseboard,mixed,color|technical_name,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.5417,
2026-08-22T21:16:28,qwen3-4b,Qwen/Qwen3-4B-Instruct-2507,9,gearbox base,technical_name,technical_name,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.5333,
2026-08-22T21:16:28,qwen3-4b,Qwen/Qwen3-4B-Instruct-2507,10,mounting plate,technical_name,technical_name,BASE_BOARD,BASE_BOARD,True,False,True,BASE_BOARD,0.5338,
2026-08-22T21:16:28,qwen3-4b,Qwen/Qwen3-4B-Instruct-2507,11,the radial shaft-support bearing,technical_name,technical_name,BEARING,BEARING,True,False,True,BEARING,0.5457,
2026-08-22T21:16:28,qwen3-4b,Qwen/Qwen3-4B-Instruct-2507,12,the small black circular ring with a center hole,shape,size|color|shape,BEARING,BEARING,True,False,True,BEARING,0.5383,
2026-08-22T21:16:28,qwen3-4b,Qwen/Qwen3-4B-Instruct-2507,13,the round black part centered inside a bearing support bracket,spatial,color|shape|spatial,BEARING,BEARING,True,False,True,BEARING,0.5300,
