timestamp,participant_id,condition,event_type,modality,step_id,step_title,step_state,step_attempt,step_event_index,tool_id,tool_name,part_elapsed_s,step_elapsed_s,head_translation_m,head_rotation_deg,correct,transcript,vlm_prediction,vlm_raw,graph_decision,spoken_response,state_json
2026-09-02T12:19:33.262-04:00,parisa,task_aware,step_started,keyboard,r1_gear_rod,Row 1.2: assemble gear rod,ready,1,1,,,,,,,,,,,,,"{""acquired_tool_ids"": [], ""acquisition_complete"": false, ""completed_steps"": [], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [], ""selected_step"": ""r1_gear_rod"", ""step_attempt"": 1, ""step_elapsed_s"": 6.846000906080008e-05, ""step_event_index"": 1, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [14, 26, 33]}"
2026-09-02T12:19:46.370-04:00,parisa,task_aware,vlm_interaction,language,r1_gear_rod,Row 1.2: assemble gear rod,ready,1,2,,,,,,,,What parts do I need?,AMBIGUOUS,"{
  ""intent"": ""part_reference"",
  ""part_action"": ""reference"",
  ""reference_relation"": ""direct"",
  ""step_scope"": ""selected_step"",
  ""target"": ""AMBIGUOUS"",
  ""candidates"": [
    ""GEAR_ROD_ROW1"",
    ""GEAR_ROW1_LEFT"",
    ""ROW1_KIT""
  ],
  ""exclude_labels"": []
}",selected_step_needs_highlight,I identified and highlighted the parts.,"{""acquired_tool_ids"": [], ""acquisition_complete"": false, ""completed_steps"": [], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [], ""selected_step"": ""r1_gear_rod"", ""step_attempt"": 1, ""step_elapsed_s"": 13.108554453996476, ""step_event_index"": 2, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [14, 26, 33]}"
2026-09-02T12:20:02.176-04:00,parisa,task_aware,vlm_interaction,language,r1_gear_rod,Row 1.2: assemble gear rod,ready,1,3,,,,,,,,can you have the shaft,GEAR_ROD_ROW1,"{""intent"":""part_reference"",""part_action"":""fetch"",""reference_relation"":""direct"",""step_scope"":"""",""target"":""GEAR_ROD_ROW1"",""candidates"":[],""exclude_labels"":[]}",language_grounded,I identified and highlighted the Row 1 gear rod.,"{""acquired_tool_ids"": [], ""acquisition_complete"": false, ""completed_steps"": [], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [], ""selected_step"": ""r1_gear_rod"", ""step_attempt"": 1, ""step_elapsed_s"": 28.913809671998024, ""step_event_index"": 3, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [14, 26, 33]}"
2026-09-02T12:20:02.271-04:00,parisa,task_aware,part_selection,language,r1_gear_rod,Row 1.2: assemble gear rod,ready,1,4,14,GEAR_ROD_ROW1,29.009341,29.009341,,,1,,,,,,"{""acquired_tool_ids"": [14], ""acquisition_complete"": false, ""completed_steps"": [], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [], ""selected_step"": ""r1_gear_rod"", ""step_attempt"": 1, ""step_elapsed_s"": 29.009627598978113, ""step_event_index"": 4, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [14, 26, 33]}"
2026-09-02T12:20:02.330-04:00,parisa,task_aware,object_acquired,language,r1_gear_rod,Row 1.2: assemble gear rod,ready,1,5,14,GEAR_ROD_ROW1,29.009341,29.009341,,,1,,,,,,"{""acquired_tool_ids"": [14], ""acquisition_complete"": false, ""completed_steps"": [], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [], ""selected_step"": ""r1_gear_rod"", ""step_attempt"": 1, ""step_elapsed_s"": 29.068553945980966, ""step_event_index"": 5, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [14, 26, 33]}"
2026-09-02T12:20:18.951-04:00,parisa,task_aware,vlm_interaction,language,r1_gear_rod,Row 1.2: assemble gear rod,ready,1,6,,,,,,,,can you get the other one?,GEAR_ROW1_LEFT,"{""intent"":""step_items_request"",""item_scope"":""parts"",""part_action"":""fetch"",""reference_relation"":""alternative_to_previous"",""step_scope"":""selected_step"",""target"":"""",""candidates"":[],""exclude_labels"":[]}",selected_step_physical_cycle,I identified and highlighted the Row 1 left gear.,"{""acquired_tool_ids"": [14], ""acquisition_complete"": false, ""completed_steps"": [], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [], ""selected_step"": ""r1_gear_rod"", ""step_attempt"": 1, ""step_elapsed_s"": 45.68922775198007, ""step_event_index"": 6, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [14, 26, 33]}"
2026-09-02T12:20:18.993-04:00,parisa,task_aware,part_selection,language,r1_gear_rod,Row 1.2: assemble gear rod,ready,1,7,26,GEAR_ROW1_LEFT,16.721535,45.730876,,,1,,,,,,"{""acquired_tool_ids"": [14, 26], ""acquisition_complete"": false, ""completed_steps"": [], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [], ""selected_step"": ""r1_gear_rod"", ""step_attempt"": 1, ""step_elapsed_s"": 45.73093383596279, ""step_event_index"": 7, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [14, 26, 33]}"
2026-09-02T12:20:19.012-04:00,parisa,task_aware,object_acquired,language,r1_gear_rod,Row 1.2: assemble gear rod,ready,1,8,26,GEAR_ROW1_LEFT,16.721535,45.730876,,,1,,,,,,"{""acquired_tool_ids"": [14, 26], ""acquisition_complete"": false, ""completed_steps"": [], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [], ""selected_step"": ""r1_gear_rod"", ""step_attempt"": 1, ""step_elapsed_s"": 45.75056003499776, ""step_event_index"": 8, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [14, 26, 33]}"
2026-09-02T12:20:32.607-04:00,parisa,task_aware,vlm_interaction,language,r1_gear_rod,Row 1.2: assemble gear rod,ready,1,9,,,,,,,,wooden pin please,PIN_ROW1,"{""intent"":""part_reference"",""part_action"":""fetch"",""reference_relation"":""alternative_to_previous"",""step_scope"":""selected_step"",""target"":""AMBIGUOUS"",""candidates"":[""PIN_ROW1_LEFT"",""PIN_ROW1_RIGHT""],""exclude_labels"":[]}",language_grounded,I identified and highlighted the Row 1 wooden retaining pins.,"{""acquired_tool_ids"": [14, 26], ""acquisition_complete"": false, ""completed_steps"": [], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [], ""selected_step"": ""r1_gear_rod"", ""step_attempt"": 1, ""step_elapsed_s"": 59.344940733979456, ""step_event_index"": 9, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [14, 26, 33]}"
2026-09-02T12:20:32.639-04:00,parisa,task_aware,part_selection,language,r1_gear_rod,Row 1.2: assemble gear rod,ready,1,10,33,PINS,13.646078,59.376955,,,1,,,,,,"{""acquired_tool_ids"": [14, 26, 33], ""acquisition_complete"": false, ""completed_steps"": [], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [], ""selected_step"": ""r1_gear_rod"", ""step_attempt"": 1, ""step_elapsed_s"": 59.37720931798685, ""step_event_index"": 10, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [14, 26, 33]}"
