timestamp,participant_id,condition,event_type,modality,step_id,step_title,step_state,step_attempt,step_event_index,tool_id,tool_name,part_elapsed_s,step_elapsed_s,head_translation_m,head_rotation_deg,correct,transcript,vlm_prediction,vlm_raw,graph_decision,spoken_response,state_json
2026-09-02T12:09:39.720-04:00,parisa,language,step_started,keyboard,r2_bearing_right,Row 2.1: bearing into right stand,ready,1,1,,,,,,,,,,,,,"{""acquired_tool_ids"": [], ""acquisition_complete"": false, ""completed_steps"": [], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [], ""selected_step"": ""r2_bearing_right"", ""step_attempt"": 1, ""step_elapsed_s"": 7.614400237798691e-05, ""step_event_index"": 1, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [21, 34]}"
2026-09-02T12:09:56.894-04:00,parisa,language,vlm_interaction,language,r2_bearing_right,Row 2.1: bearing into right stand,ready,1,2,,,,,,,,can you give me the red gear stand of the right side,STAND_ROW2_RIGHT,"{""intent"":""part_reference"",""part_action"":""fetch"",""reference_relation"":""direct"",""step_scope"":"""",""target"":""STAND_ROW2_RIGHT"",""candidates"":[],""exclude_labels"":[]}",language_grounded,I identified and highlighted the Row 2 right stand.,"{""acquired_tool_ids"": [], ""acquisition_complete"": false, ""completed_steps"": [], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [], ""selected_step"": ""r2_bearing_right"", ""step_attempt"": 1, ""step_elapsed_s"": 17.17465743899811, ""step_event_index"": 2, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [21, 34]}"
2026-09-02T12:09:56.957-04:00,parisa,language,part_selection,language,r2_bearing_right,Row 2.1: bearing into right stand,ready,1,3,21,GEAR_STAND_ROW2_RIGHT,17.237472,17.237472,,,1,,,,,,"{""acquired_tool_ids"": [21], ""acquisition_complete"": false, ""completed_steps"": [], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [], ""selected_step"": ""r2_bearing_right"", ""step_attempt"": 1, ""step_elapsed_s"": 17.237591748998966, ""step_event_index"": 3, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [21, 34]}"
2026-09-02T12:09:56.978-04:00,parisa,language,object_acquired,language,r2_bearing_right,Row 2.1: bearing into right stand,ready,1,4,21,GEAR_STAND_ROW2_RIGHT,17.237472,17.237472,,,1,,,,,,"{""acquired_tool_ids"": [21], ""acquisition_complete"": false, ""completed_steps"": [], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [], ""selected_step"": ""r2_bearing_right"", ""step_attempt"": 1, ""step_elapsed_s"": 17.258639257983305, ""step_event_index"": 4, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [21, 34]}"
2026-09-02T12:10:12.368-04:00,parisa,language,vlm_interaction,language,r2_bearing_right,Row 2.1: bearing into right stand,ready,1,5,,,,,,,,bearing for right stand in row2,BEARING_ROW2,"{""intent"":""part_reference"",""part_action"":""reference"",""reference_relation"":""direct"",""step_scope"":"""",""target"":""BEARING_ROW2_RIGHT"",""candidates"":[],""exclude_labels"":[]}",language_grounded,I identified and highlighted the Row 2 bearings.,"{""acquired_tool_ids"": [21], ""acquisition_complete"": false, ""completed_steps"": [], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [], ""selected_step"": ""r2_bearing_right"", ""step_attempt"": 1, ""step_elapsed_s"": 32.64857961900998, ""step_event_index"": 5, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [21, 34]}"
2026-09-02T12:10:12.412-04:00,parisa,language,part_selection,language,r2_bearing_right,Row 2.1: bearing into right stand,ready,1,6,34,BEARINGS,15.455392,32.692864,,,1,,,,,,"{""acquired_tool_ids"": [21, 34], ""acquisition_complete"": false, ""completed_steps"": [], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [], ""selected_step"": ""r2_bearing_right"", ""step_attempt"": 1, ""step_elapsed_s"": 32.69292837398825, ""step_event_index"": 6, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [21, 34]}"
2026-09-02T12:10:12.442-04:00,parisa,language,object_acquired,language,r2_bearing_right,Row 2.1: bearing into right stand,ready,1,7,34,BEARINGS,15.455392,32.692864,,,1,,,,,,"{""acquired_tool_ids"": [21, 34], ""acquisition_complete"": false, ""completed_steps"": [], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [], ""selected_step"": ""r2_bearing_right"", ""step_attempt"": 1, ""step_elapsed_s"": 32.722972362011205, ""step_event_index"": 7, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [21, 34]}"
2026-09-02T12:10:12.455-04:00,parisa,language,step_acquisition_complete,language,r2_bearing_right,Row 2.1: bearing into right stand,ready,1,8,,,,32.733962,1.090995,403.920203,,,,,,,"{""acquired_tool_ids"": [21, 34], ""acquisition_complete"": true, ""completed_steps"": [], ""head_rotation_deg"": 403.92020285786464, ""head_translation_m"": 1.0909946824983676, ""removed_tool_ids"": [21], ""selected_step"": ""r2_bearing_right"", ""step_attempt"": 1, ""step_elapsed_s"": 32.73396184697049, ""step_event_index"": 8, ""trial_finished_elapsed_s"": 32.73396184697049, ""trial_recording"": false, ""trial_required_tool_ids"": [21, 34]}"
2026-09-02T12:10:12.465-04:00,parisa,language,graph_complete,,r2_bearing_right,Row 2.1: bearing into right stand,complete,1,9,,,,,,,,,,,,,"{""acquired_tool_ids"": [21, 34], ""acquisition_complete"": true, ""completed_steps"": [""r2_bearing_right""], ""head_rotation_deg"": 403.92020285786464, ""head_translation_m"": 1.0909946824983676, ""removed_tool_ids"": [21], ""selected_step"": ""r2_bearing_right"", ""step_attempt"": 1, ""step_elapsed_s"": 32.73396184697049, ""step_event_index"": 9, ""trial_finished_elapsed_s"": 32.73396184697049, ""trial_recording"": false, ""trial_required_tool_ids"": [21, 34]}"
2026-09-02T12:10:31.960-04:00,parisa,language,step_started,keyboard,r1_gear_rod,Row 1.2: assemble gear rod,ready,2,1,,,,,,,,,,,,,"{""acquired_tool_ids"": [], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21], ""selected_step"": ""r1_gear_rod"", ""step_attempt"": 2, ""step_elapsed_s"": 7.072801236063242e-05, ""step_event_index"": 1, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [14, 26, 33]}"
