participant,session_id,trial_condition,trial_idx,trial_block,analysis_start_frame,analysis_start_time_monotonic_s,method,hand_movement_m,head_translation_m,head_rotation_deg,translation_error_reduction_m,rotation_error_reduction_deg,translation_per_hand_m,rotation_per_hand_m,interaction_time_s,translation_per_interaction_s,rotation_per_interaction_s,interaction_completion_ratio,completion_time_s,num_interactions,hand_tracked_s,head_tracked_s,raw_hand_movement_m,orientation_noise_hand_removed_m,raw_rotation_error_reduction_deg,orientation_noise_rotation_penalty_removed_deg
apoorva,apoorva-freedrive-1788554733028,freedrive,0,first_5,53,594725.761166344,freedrive,1.0316461739108773,0.8749727694552358,91.99663383965725,0.77254072685779,80.99475703894288,0.7488427199115739,78.51020930160492,8.516411354998127,0.09071200235113114,9.510432700201656,0.8637347683877712,9.859984415001236,3,8.516411354998127,9.82058081892319,1.0316461739108773,0.0,80.99475703894288,0.0
apoorva,apoorva-freedrive-1788554733028,freedrive,1,first_5,37,594753.072973214,freedrive,2.8354800514950895,1.771312485778583,184.46351365409873,0.9353216161883484,73.71237344198941,0.32986358542539307,25.996435207901538,12.272365745040588,0.0762136360356049,6.006370326094419,0.9479596209514675,12.946084911003709,3,12.272365745040588,12.93926965398714,2.8354800514950895,0.0,73.71237344198941,0.0
apoorva,apoorva-freedrive-1788554733028,freedrive,2,first_5,40,594785.383947894,freedrive,1.8463778775940936,1.1490825349455664,132.69635566475975,0.898635687684885,81.36289475899541,0.48670193603914075,44.066220542576374,6.739286386058666,0.13334285504528526,12.072924356992468,0.9937225807443597,6.781858958071098,1,6.739286386058666,6.739286386058666,1.8463778775940936,0.0,81.36289475899541,0.0
apoorva,apoorva-freedrive-1788554733028,freedrive,3,first_5,27,594807.580710497,freedrive,1.9383643802570514,1.504408160899575,157.3647873650179,1.0139274945797756,54.63262250916665,0.5230840521560328,28.184908402991642,6.37273652094882,0.15910394086539367,8.572866982586712,0.9266410303720937,6.877244058996439,3,6.37273652094882,6.870191166992299,1.9383643802570514,0.0,54.63262250916665,0.0
apoorva,apoorva-freedrive-1788554733028,freedrive,4,first_5,15,594831.092313695,freedrive,4.47239042161325,2.6414748070010976,316.80280740611096,0.6336303213511834,-1.8199289059474921,0.14167598568521766,-0.40692532055173747,13.623273511067964,0.04651087132886253,-0.13358969152817246,0.8884999694424774,15.332891367026605,6,13.623273511067964,15.2907940329751,4.47239042161325,0.0,-1.8199289059474921,0.0
apoorva,apoorva-freedrive-1788554733028,freedrive,5,last_3,29,594868.242442516,freedrive,3.6977445793628227,2.552857593523614,260.5611117987997,0.7001727129131023,73.78322415396755,0.18935129181739013,19.95357509703429,12.071507200947963,0.05800209545152063,6.1121799395665715,0.883364541824989,13.665374405914918,4,12.071507200947963,13.656626616953872,3.6977445793628227,0.0,73.78322415396755,0.0
apoorva,apoorva-freedrive-1788554733028,freedrive,6,last_3,33,594901.756293204,freedrive,2.882851228360318,2.1050487419902755,196.37761002435388,0.589945364081184,56.22149771043361,0.2046395451411233,19.5020461539428,13.940341739915311,0.042319289949111966,4.033007135646817,0.9871003904575171,14.122516690986231,1,13.67651803593617,13.67651803593617,2.882851228360318,0.0,54.5890634614927,1.6324342489409105
apoorva,apoorva-freedrive-1788554733028,freedrive,7,last_3,21,594937.718160519,freedrive,3.8056612299828543,2.4324209164882307,291.3445277513193,0.7305150714488192,158.98039461325956,0.1919548344696226,41.774710097875904,16.69607594795525,0.04375369839751385,9.522021528222007,0.9519136686696816,17.539485457004048,2,16.012810827116482,17.13681869895663,3.8056612299828543,0.0,158.98039461325956,0.0
apoorva,apoorva-ar-1788555458804,ar,0,first_5,21,595358.137585761,ar,1.1004822888633552,2.2949643716127763,160.697369101507,0.793645999388593,74.39066620585476,0.7211801656602023,67.59824029761528,4.200424614944495,0.1889442311534212,17.710272895074386,0.4839619847976517,8.679244954953901,1,4.200424614944495,8.372291350038722,1.1004822888633552,0.0,74.39066620585476,0.0
apoorva,apoorva-ar-1788555458804,ar,1,first_5,21,595382.447945075,ar,1.6288725406718854,2.4543145698919617,222.14962006887345,0.9735386276182482,76.20459073796034,0.5976763701944894,46.78364257189031,4.436230221996084,0.21945178200878043,17.177780891558882,0.3869979861527267,11.463186840061098,1,4.436230221996084,11.422357209958136,1.6288725406718854,0.0,76.20459073796034,0.0
apoorva,apoorva-ar-1788555458804,ar,2,first_5,29,595406.554260932,ar,1.2821825684036465,2.021263000572713,175.84582868851575,0.9317958892202484,71.8706251147904,0.7267263743730041,56.0533475386983,3.471470537944697,0.2684153240061554,20.703221971557277,0.44801189691171384,7.748612395953387,1,3.471470537944697,7.174899926059879,1.2821825684036465,0.0,71.8706251147904,0.0
apoorva,apoorva-ar-1788555458804,ar,3,first_5,27,595426.801270331,ar,1.3266944800912783,2.2586079214317594,239.3817853524904,1.0558696015241016,56.566573738173524,0.7958649239661089,42.637227023271905,3.8034119920339435,0.27761115643942014,14.872586471475977,0.39363307185617846,9.662328355945647,1,3.8034119920339435,9.620175195974298,1.3266944800912783,0.0,56.566573738173524,0.0
apoorva,apoorva-ar-1788555649232,ar,4,first_5,24,595532.714242623,ar,0.9867319302794236,2.2640404505957084,254.74574633949086,0.7664610265818417,23.582720646870328,0.7767672283239021,23.899825193851942,5.492202099994756,0.13955441053099146,4.29385521827262,0.2095499345080297,26.20951475307811,2,5.492202099994756,25.687151038087904,0.9867319302794236,0.0,23.582720646870328,0.0
apoorva,apoorva-ar-1788555649232,ar,5,last_3,35,595574.468609275,ar,1.369215682483347,5.6216673574019875,596.1658948147292,0.7394234930821908,90.449488043879,0.5400343441444507,66.05934273249831,20.658296665060334,0.03579305230584611,4.378361367849727,0.4071267272182,50.741686271037906,3,10.456203993177041,50.72874688904267,3.9766126640283446,2.6073969815449978,90.449488043879,0.0
apoorva,apoorva-ar-1788555649232,ar,6,last_3,24,595642.999660598,ar,2.251025823847014,4.261414875232377,429.80877060359524,0.7376322061944874,72.6784410543005,0.327687136406934,32.28680910025843,22.44637187581975,0.03286197922208971,3.237870309570743,0.4605366792397163,48.739596404950134,6,18.752780771814287,47.504143159952946,3.238048605131053,0.9870227812840389,72.6784410543005,0.0
apoorva,apoorva-ar-1788555649232,ar,7,last_3,16,595712.632282294,ar,4.2041887710334915,3.019403801594522,454.11425484305505,0.75350633835549,310.8552776981819,0.1792275226904856,73.93941961882129,23.974499214906245,0.03142949229517145,12.966080121703078,0.7089492767875706,33.81694572500419,2,23.974499214906245,33.801292294985615,4.2041887710334915,0.0,310.8552776981819,0.0
apoorva,apoorva-hybrid-1788555947859,hybrid,0,first_5,524,595856.999809028,freedrive,0.050867799156646104,0.00750136940019994,0.97484931515593,0.023830646148834657,3.7117619832876017,0.46848195801530124,72.96879449919436,0.4376600900432095,0.054450123945461636,8.480924049805742,0.9825859168317728,0.44541661196853966,1,0.4376600900432095,0.4376600900432095,0.050867799156646104,0.0,3.7117619832876017,0.0
apoorva,apoorva-hybrid-1788555947859,hybrid,0,first_5,10,595830.837738441,ar,1.0047559841639002,2.0242547555107797,234.90647647312935,0.8007717484839807,78.67196831386246,0.7969813179568536,78.29957676671985,3.7349422570550814,0.21440003442392475,21.063770976714792,0.1403718520700298,26.60748719901312,1,3.7349422570550814,26.59973067708779,1.0047559841639002,0.0,78.67196831386246,0.0
apoorva,apoorva-hybrid-1788555947859,hybrid,1,first_5,12,595875.925560646,ar,1.2950100847538812,2.1332872649329886,215.00455453093727,0.9707930178894352,78.19140522475678,0.7496412802638027,60.37899329534347,4.468111325055361,0.2172714481050686,17.49987848026324,0.37599212325743403,11.883523746044375,1,4.468111325055361,11.870892893057317,1.2950100847538812,0.0,78.19140522475678,0.0
apoorva,apoorva-hybrid-1788555947859,hybrid,2,first_5,395,595932.616979604,freedrive,0.3164740217341118,0.16122867214546258,19.91803779669097,0.01191304833505993,0.2887332217997294,0.037643052879293745,0.9123441482420029,2.287634070031345,0.005207584766779023,0.1262147760353006,0.9974190449036484,2.2935536289587617,1,2.287634070031345,2.287634070031345,0.3164740217341118,0.0,0.2887332217997294,0.0
